,ID,type,AP,DV,ML,R,parent,area_ID,area_name,name_use,bratch_ID,side,terminal
0,1,1,6526.660000000001,6164.6,2454.82,8.58203125,-1,303,BLAa,BLA,1,left,0
50,51,3,6528.339999999999,6165.74,2451.6800000000003,0.09375,1,303,BLAa,BLA,2,left,0
51,52,3,6527.14,6166.78,2450.48,6.58203125,51,303,BLAa,BLA,2,left,0
52,53,3,6526.4800000000005,6169.120000000001,2449.84,7.83203125,52,303,BLAa,BLA,2,left,0
53,54,3,6526.040000000001,6169.9800000000005,2446.6800000000003,6.58203125,53,303,BLAa,BLA,2,left,0
54,55,3,6525.74,6170.0,2443.459999999999,4.91796875,54,303,BLAa,BLA,2,left,0
55,56,3,6525.56,6170.02,2441.26,1.33203125,55,303,BLAa,BLA,2,left,0
56,57,3,6523.32,6170.18,2440.5600000000013,0.03515625,56,303,BLAa,BLA,2,left,0
57,58,3,6522.759999999999,6170.74,2437.42,1.0,57,303,BLAa,BLA,2,left,0
58,59,3,6522.380000000001,6171.36,2434.5200000000004,1.08203125,58,303,BLAa,BLA,2,left,0
59,60,3,6522.02,6172.219999999999,2432.4,1.0,59,303,BLAa,BLA,2,left,0
60,61,3,6520.5,6172.179999999999,2430.24,0.5,60,303,BLAa,BLA,2,left,0
61,62,3,6519.38,6172.820000000001,2429.2800000000007,0.5,61,303,BLAa,BLA,2,left,0
62,63,3,6526.16,6166.92,2454.5200000000004,1.03515625,1,303,BLAa,BLA,3,left,0
63,64,3,6525.44,6170.460000000001,2454.32,11.25,63,303,BLAa,BLA,3,left,0
64,65,3,6524.48,6174.9400000000005,2453.9400000000005,12.33203125,64,303,BLAa,BLA,3,left,0
65,66,3,6523.52,6179.48,2453.5599999999995,12.0,65,303,BLAa,BLA,3,left,0
66,67,3,6522.56,6184.04,2453.1800000000003,10.41796875,66,303,BLAa,BLA,3,left,0
67,68,3,6521.58,6188.58,2452.82,8.0,67,303,BLAa,BLA,3,left,0
68,69,3,6520.96,6191.58,2452.5599999999995,5.0,68,303,BLAa,BLA,3,left,0
69,70,3,6520.0,6193.3,2452.48,2.25,69,303,BLAa,BLA,3,left,0
70,71,3,6518.04,6193.74,2452.4400000000005,2.0,70,303,BLAa,BLA,3,left,0
71,72,3,6516.3,6194.18,2451.720000000001,2.41796875,71,303,BLAa,BLA,3,left,0
72,73,3,6514.84,6194.76,2451.22,2.0,72,303,BLAa,BLA,3,left,0
73,74,3,6513.9800000000005,6196.06,2450.2000000000007,2.66796875,73,303,BLAa,BLA,3,left,0
74,75,3,6513.4400000000005,6198.58,2449.84,2.25,74,303,BLAa,BLA,3,left,0
75,76,3,6513.0,6199.740000000001,2448.6399999999994,0.375,75,303,BLAa,BLA,3,left,0
76,77,3,6511.96,6201.26,2448.3600000000006,1.0,76,303,BLAa,BLA,3,left,0
77,78,3,6510.9400000000005,6204.22,2448.1399999999994,1.0,77,303,BLAa,BLA,3,left,0
78,79,3,6530.04,6166.280000000001,2454.32,0.12890625,1,303,BLAa,BLA,4,left,0
79,80,3,6531.92,6167.799999999999,2454.0,2.25,79,303,BLAa,BLA,4,left,0
80,81,3,6533.6,6169.48,2453.66,2.16796875,80,303,BLAa,BLA,4,left,0
81,82,3,6535.48,6171.56,2453.279999999999,3.0,81,303,BLAa,BLA,4,left,0
82,83,3,6537.759999999999,6173.58,2452.82,2.75,82,303,BLAa,BLA,4,left,0
83,84,3,6539.160000000001,6175.36,2451.76,2.5,83,303,BLAa,BLA,4,left,0
84,85,3,6540.06,6177.9,2450.8600000000006,3.25,84,303,BLAa,BLA,4,left,0
85,86,3,6541.16,6181.0,2450.4400000000005,3.0,85,303,BLAa,BLA,4,left,0
86,87,3,6540.8,6184.76,2450.08,4.5,86,303,BLAa,BLA,4,left,0
87,88,3,6539.84,6189.22,2449.72,4.25,87,303,BLAa,BLA,4,left,0
88,89,3,6539.04,6192.92,2449.42,2.83203125,88,303,BLAa,BLA,4,left,0
89,90,3,6538.52,6195.38,2449.199999999999,1.5,89,303,BLAa,BLA,4,left,0
90,91,3,6537.380000000001,6196.219999999999,2449.220000000001,0.25,90,303,BLAa,BLA,4,left,0
91,92,3,6536.4800000000005,6199.44,2448.98,1.0,91,303,BLAa,BLA,4,left,0
92,93,3,6535.860000000001,6202.34,2448.74,1.25,92,303,BLAa,BLA,4,left,0
93,94,3,6529.160000000001,6165.9400000000005,2454.42,0.33203125,1,303,BLAa,BLA,5,left,0
94,95,3,6531.18,6167.02,2454.1399999999994,1.66796875,94,303,BLAa,BLA,5,left,0
95,96,3,6532.6,6168.76,2453.84,2.91796875,95,303,BLAa,BLA,5,left,0
96,97,3,6534.099999999999,6169.82,2453.58,1.75,96,303,BLAa,BLA,5,left,0
97,98,3,6535.48,6171.56,2453.279999999999,2.91796875,97,303,BLAa,BLA,5,left,0
98,99,3,6537.0,6172.6,2453.039999999999,1.66796875,98,303,BLAa,BLA,5,left,0
99,100,3,6538.360000000001,6174.360000000001,2452.9,2.75,99,303,BLAa,BLA,5,left,0
